run,tag,step,value,time
train_bonds_angles_90,Loss/KL_train,113,6.913596735103056e-06,1754316634.6589572
train_bonds_angles_90,Loss/KL_train,114,4.533203991741175e-06,1754316704.8689613
train_bonds_angles_90,Loss/KL_train,115,4.69115639134543e-06,1754317475.6755018
train_bonds_angles_90,Loss/KL_train,116,5.091862021799898e-06,1754317517.5669963
train_bonds_angles_90,Loss/KL_train,117,4.238703240844188e-06,1754317559.6766913
train_bonds_angles_90,Loss/KL_train,118,4.6732752707612235e-06,1754317602.1080153
train_bonds_angles_90,Loss/KL_train,119,4.805488970305305e-06,1754317644.6937368
train_bonds_angles_90,Loss/KL_val,90,9.689480066299438e-06,1754315450.1265235
train_bonds_angles_90,Loss/KL_val,91,2.8032809495925903e-05,1754315493.0953784
train_bonds_angles_90,Loss/KL_val,92,2.535153180360794e-05,1754315535.963167
train_bonds_angles_90,Loss/KL_val,93,5.9409067034721375e-06,1754315578.7917302
train_bonds_angles_90,Loss/KL_val,94,1.2200325727462769e-05,1754315621.439245
train_bonds_angles_90,Loss/KL_val,95,5.259178578853607e-06,1754315675.5651038
train_bonds_angles_90,Loss/KL_val,96,8.955597877502441e-06,1754315717.7566843
train_bonds_angles_90,Loss/KL_val,97,0.0004254719242453575,1754315760.0704117
train_bonds_angles_90,Loss/KL_val,98,3.933906555175781e-06,1754315802.4428992
train_bonds_angles_90,Loss/KL_val,99,1.0706484317779541e-05,1754315844.8379447
train_bonds_angles_90,Loss/KL_val,100,9.292736649513245e-06,1754315898.4208229
train_bonds_angles_90,Loss/KL_val,101,7.772818207740784e-06,1754315940.577489
train_bonds_angles_90,Loss/KL_val,102,9.023584425449371e-06,1754315982.947034
train_bonds_angles_90,Loss/KL_val,103,0.0008821170777082443,1754316025.2757893
train_bonds_angles_90,Loss/KL_val,104,3.4829601645469666e-05,1754316067.5226665
train_bonds_angles_90,Loss/KL_val,105,5.506537854671478e-05,1754316121.029782
train_bonds_angles_90,Loss/KL_val,106,9.860191494226456e-05,1754316164.0294733
train_bonds_angles_90,Loss/KL_val,107,0.00011466629803180695,1754316206.546182
train_bonds_angles_90,Loss/KL_val,108,7.739849388599396e-05,1754316249.0399377
train_bonds_angles_90,Loss/KL_val,109,9.69255343079567e-05,1754316291.9256005
train_bonds_angles_90,Loss/KL_val,110,4.872679710388184e-06,1754316495.1680415
train_bonds_angles_90,Loss/KL_val,111,3.3173710107803345e-06,1754316547.5440056
train_bonds_angles_90,Loss/KL_val,112,7.3052942752838135e-06,1754316591.1831648
train_bonds_angles_90,Loss/KL_val,113,3.4989789128303528e-06,1754316634.658963
train_bonds_angles_90,Loss/KL_val,114,7.876195013523102e-06,1754316704.868966
train_bonds_angles_90,Loss/KL_val,115,9.142793715000153e-06,1754317475.675506
train_bonds_angles_90,Loss/KL_val,116,7.395632565021515e-06,1754317517.567002
train_bonds_angles_90,Loss/KL_val,117,2.6188790798187256e-06,1754317559.6766984
train_bonds_angles_90,Loss/KL_val,118,6.337650120258331e-06,1754317602.108021
train_bonds_angles_90,Loss/KL_val,119,8.922070264816284e-06,1754317644.693741
train_bonds_angles_90,Loss/Reconstruction_train,90,0.01546963956207037,1754315450.1265304
train_bonds_angles_90,Loss/Reconstruction_train,91,0.015497157350182533,1754315493.0953827
train_bonds_angles_90,Loss/Reconstruction_train,92,0.015550719574093819,1754315535.9631727
train_bonds_angles_90,Loss/Reconstruction_train,93,0.01553361676633358,1754315578.7917347
train_bonds_angles_90,Loss/Reconstruction_train,94,0.01554171647876501,1754315621.43925
train_bonds_angles_90,Loss/Reconstruction_train,95,0.015494521707296371,1754315675.5651085
train_bonds_angles_90,Loss/Reconstruction_train,96,0.015495824627578259,1754315717.7567003
train_bonds_angles_90,Loss/Reconstruction_train,97,0.01554576214402914,1754315760.0704265
train_bonds_angles_90,Loss/Reconstruction_train,98,0.015593821182847023,1754315802.4429038
train_bonds_angles_90,Loss/Reconstruction_train,99,0.015499107539653778,1754315844.8379622
train_bonds_angles_90,Loss/Reconstruction_train,100,0.015539877116680145,1754315898.4208274
train_bonds_angles_90,Loss/Reconstruction_train,101,0.0155292097479105,1754315940.5774934
train_bonds_angles_90,Loss/Reconstruction_train,102,0.015524904243648052,1754315982.9470396
train_bonds_angles_90,Loss/Reconstruction_train,103,0.015501738525927067,1754316025.2757936
train_bonds_angles_90,Loss/Reconstruction_train,104,0.015460812486708164,1754316067.5226715
train_bonds_angles_90,Loss/Reconstruction_train,105,0.015437662601470947,1754316121.0297866
train_bonds_angles_90,Loss/Reconstruction_train,106,0.015450873412191868,1754316164.0294886
train_bonds_angles_90,Loss/Reconstruction_train,107,0.015414498746395111,1754316206.5461867
train_bonds_angles_90,Loss/Reconstruction_train,108,0.015408432111144066,1754316249.0399532
train_bonds_angles_90,Loss/Reconstruction_train,109,0.01540796086192131,1754316291.9256065
train_bonds_angles_90,Loss/Reconstruction_train,110,0.015421506948769093,1754316495.168048
train_bonds_angles_90,Loss/Reconstruction_train,111,0.015443902462720871,1754316547.5440102
train_bonds_angles_90,Loss/Reconstruction_train,112,0.015425766818225384,1754316591.1831696
train_bonds_angles_90,Loss/Reconstruction_train,113,0.015422920696437359,1754316634.6589687
train_bonds_angles_90,Loss/Reconstruction_train,114,0.015416479669511318,1754316704.8689704
train_bonds_angles_90,Loss/Reconstruction_train,115,0.015409382991492748,1754317475.6755102
train_bonds_angles_90,Loss/Reconstruction_train,116,0.015408093109726906,1754317517.5670106
train_bonds_angles_90,Loss/Reconstruction_train,117,0.015421456657350063,1754317559.6767108
train_bonds_angles_90,Loss/Reconstruction_train,118,0.015443091280758381,1754317602.108026
train_bonds_angles_90,Loss/Reconstruction_train,119,0.015450957231223583,1754317644.6937454
train_bonds_angles_90,Loss/Reconstruction_val,90,0.01588733308017254,1754315450.1265357
train_bonds_angles_90,Loss/Reconstruction_val,91,0.015979137271642685,1754315493.095387
train_bonds_angles_90,Loss/Reconstruction_val,92,0.015937024727463722,1754315535.963177
train_bonds_angles_90,Loss/Reconstruction_val,93,0.01594439335167408,1754315578.791739
train_bonds_angles_90,Loss/Reconstruction_val,94,0.015907902270555496,1754315621.439254
train_bonds_angles_90,Loss/Reconstruction_val,95,0.015972668305039406,1754315675.5651128
train_bonds_angles_90,Loss/Reconstruction_val,96,0.01589205302298069,1754315717.7567046
train_bonds_angles_90,Loss/Reconstruction_val,97,0.016177203506231308,1754315760.0704308
train_bonds_angles_90,Loss/Reconstruction_val,98,0.01587393507361412,1754315802.4429078
train_bonds_angles_90,Loss/Reconstruction_val,99,0.015875207260251045,1754315844.8379664
train_bonds_angles_90,Loss/Reconstruction_val,100,0.01598523184657097,1754315898.420832
train_bonds_angles_90,Loss/Reconstruction_val,101,0.015865596011281013,1754315940.577498
train_bonds_angles_90,Loss/Reconstruction_val,102,0.015941942110657692,1754315982.9470444
train_bonds_angles_90,Loss/Reconstruction_val,103,0.01593416929244995,1754316025.2757978
train_bonds_angles_90,Loss/Reconstruction_val,104,0.015837404876947403,1754316067.5226755
train_bonds_angles_90,Loss/Reconstruction_val,105,0.015862276777625084,1754316121.0297909
train_bonds_angles_90,Loss/Reconstruction_val,106,0.01584480330348015,1754316164.0294924
train_bonds_angles_90,Loss/Reconstruction_val,107,0.01580757088959217,1754316206.5461915
train_bonds_angles_90,Loss/Reconstruction_val,108,0.015835009515285492,1754316249.0399573
train_bonds_angles_90,Loss/Reconstruction_val,109,0.01578732207417488,1754316291.9256177
train_bonds_angles_90,Loss/Reconstruction_val,110,0.015846900641918182,1754316495.1680532
train_bonds_angles_90,Loss/Reconstruction_val,111,0.015877295285463333,1754316547.544015
train_bonds_angles_90,Loss/Reconstruction_val,112,0.015886137261986732,1754316591.183175
train_bonds_angles_90,Loss/Reconstruction_val,113,0.015841998159885406,1754316634.6589737
train_bonds_angles_90,Loss/Reconstruction_val,114,0.015874607488512993,1754316704.8689747
train_bonds_angles_90,Loss/Reconstruction_val,115,0.015834752470254898,1754317475.6755145
train_bonds_angles_90,Loss/Reconstruction_val,116,0.01579773984849453,1754317517.5670147
train_bonds_angles_90,Loss/Reconstruction_val,117,0.01582673378288746,1754317559.676715
train_bonds_angles_90,Loss/Reconstruction_val,118,0.015909718349575996,1754317602.1080308
train_bonds_angles_90,Loss/Reconstruction_val,119,0.015835609287023544,1754317644.6937497
train_bonds_angles_90,Loss/Physics_train,90,28493.392578125,1754315450.1265416
train_bonds_angles_90,Loss/Physics_train,91,30502.224609375,1754315493.0954046
train_bonds_angles_90,Loss/Physics_train,92,34776.36328125,1754315535.9631815
train_bonds_angles_90,Loss/Physics_train,93,32586.46875,1754315578.7917433
train_bonds_angles_90,Loss/Physics_train,94,31102.3515625,1754315621.439258
train_bonds_angles_90,Loss/Physics_train,95,28650.28515625,1754315675.5651171
train_bonds_angles_90,Loss/Physics_train,96,29377.76953125,1754315717.7567089
train_bonds_angles_90,Loss/Physics_train,97,32032.306640625,1754315760.0704403
train_bonds_angles_90,Loss/Physics_train,98,35595.57421875,1754315802.442912
train_bonds_angles_90,Loss/Physics_train,99,30440.43359375,1754315844.8379707
train_bonds_angles_90,Loss/Physics_train,100,32363.779296875,1754315898.4208364
train_bonds_angles_90,Loss/Physics_train,101,31068.873046875,1754315940.5775023
train_bonds_angles_90,Loss/Physics_train,102,30501.837890625,1754315982.9470491
train_bonds_angles_90,Loss/Physics_train,103,29645.07421875,1754316025.2758024
train_bonds_angles_90,Loss/Physics_train,104,28438.248046875,1754316067.5226803
train_bonds_angles_90,Loss/Physics_train,105,27426.62109375,1754316121.0297954
train_bonds_angles_90,Loss/Physics_train,106,28151.3671875,1754316164.0294983
train_bonds_angles_90,Loss/Physics_train,107,27346.77734375,1754316206.546196
train_bonds_angles_90,Loss/Physics_train,108,26703.958984375,1754316249.0399616
train_bonds_angles_90,Loss/Physics_train,109,26846.056640625,1754316291.9256227
train_bonds_angles_90,Loss/Physics_train,110,26944.216796875,1754316495.1680593
train_bonds_angles_90,Loss/Physics_train,111,28837.25,1754316547.5440192
train_bonds_angles_90,Loss/Physics_train,112,28488.73046875,1754316591.1831803
train_bonds_angles_90,Loss/Physics_train,113,27622.177734375,1754316634.6589787
train_bonds_angles_90,Loss/Physics_train,114,27923.88671875,1754316704.8689795
train_bonds_angles_90,Loss/Physics_train,115,27914.470703125,1754317475.6755188
train_bonds_angles_90,Loss/Physics_train,116,28126.82421875,1754317517.567019
train_bonds_angles_90,Loss/Physics_train,117,28564.5234375,1754317559.6767194
train_bonds_angles_90,Loss/Physics_train,118,28503.349609375,1754317602.1080387
train_bonds_angles_90,Loss/Physics_train,119,29203.81640625,1754317644.6937542
train_bonds_angles_90,Loss/Physics_val,90,28564.154296875,1754315450.1265464
train_bonds_angles_90,Loss/Physics_val,91,38295.07421875,1754315493.0954092
train_bonds_angles_90,Loss/Physics_val,92,34843.88671875,1754315535.9631855
train_bonds_angles_90,Loss/Physics_val,93,31063.931640625,1754315578.791747
train_bonds_angles_90,Loss/Physics_val,94,28665.564453125,1754315621.439262
train_bonds_angles_90,Loss/Physics_val,95,28897.271484375,1754315675.565121
train_bonds_angles_90,Loss/Physics_val,96,30078.998046875,1754315717.756713
train_bonds_angles_90,Loss/Physics_val,97,44643.6875,1754315760.0704446
train_bonds_angles_90,Loss/Physics_val,98,30606.1640625,1754315802.442916
train_bonds_angles_90,Loss/Physics_val,99,30189.697265625,1754315844.8379745
train_bonds_angles_90,Loss/Physics_val,100,32552.380859375,1754315898.4208405
train_bonds_angles_90,Loss/Physics_val,101,29572.90234375,1754315940.577506
train_bonds_angles_90,Loss/Physics_val,102,30529.138671875,1754315982.9470537
train_bonds_angles_90,Loss/Physics_val,103,31724.28125,1754316025.2758064
train_bonds_angles_90,Loss/Physics_val,104,28164.779296875,1754316067.5226839
train_bonds_angles_90,Loss/Physics_val,105,26662.720703125,1754316121.0297995
train_bonds_angles_90,Loss/Physics_val,106,26460.55078125,1754316164.0295026
train_bonds_angles_90,Loss/Physics_val,107,27237.375,1754316206.5462
train_bonds_angles_90,Loss/Physics_val,108,26387.314453125,1754316249.0399656
train_bonds_angles_90,Loss/Physics_val,109,27387.3125,1754316291.925627
train_bonds_angles_90,Loss/Physics_val,110,26942.283203125,1754316495.1680648
train_bonds_angles_90,Loss/Physics_val,111,29449.6484375,1754316547.5440235
train_bonds_angles_90,Loss/Physics_val,112,27876.970703125,1754316591.1831844
train_bonds_angles_90,Loss/Physics_val,113,27169.765625,1754316634.6589837
train_bonds_angles_90,Loss/Physics_val,114,27809.3359375,1754316704.8689837
train_bonds_angles_90,Loss/Physics_val,115,28190.705078125,1754317475.6755226
train_bonds_angles_90,Loss/Physics_val,116,28259.53125,1754317517.567023
train_bonds_angles_90,Loss/Physics_val,117,27984.330078125,1754317559.6767235
train_bonds_angles_90,Loss/Physics_val,118,29064.865234375,1754317602.1080425
train_bonds_angles_90,Loss/Physics_val,119,28056.609375,1754317644.6937578
train_bonds_angles_90,Lambda,90,9.99999993922529e-09,1754315450.126552
train_bonds_angles_90,Lambda,91,9.99999993922529e-09,1754315493.0954142
train_bonds_angles_90,Lambda,92,9.99999993922529e-09,1754315535.9631903
train_bonds_angles_90,Lambda,93,9.99999993922529e-09,1754315578.7917519
train_bonds_angles_90,Lambda,94,9.99999993922529e-09,1754315621.4392664
train_bonds_angles_90,Lambda,95,9.99999993922529e-09,1754315675.5651255
train_bonds_angles_90,Lambda,96,9.99999993922529e-09,1754315717.7567182
train_bonds_angles_90,Lambda,97,9.99999993922529e-09,1754315760.0704494
train_bonds_angles_90,Lambda,98,9.99999993922529e-09,1754315802.442921
train_bonds_angles_90,Lambda,99,9.99999993922529e-09,1754315844.8379793
train_bonds_angles_90,Lambda,100,9.99999993922529e-09,1754315898.420845
train_bonds_angles_90,Lambda,101,9.99999993922529e-09,1754315940.5775106
train_bonds_angles_90,Lambda,102,9.99999993922529e-09,1754315982.947059
train_bonds_angles_90,Lambda,103,9.99999993922529e-09,1754316025.2758117
train_bonds_angles_90,Lambda,104,9.99999993922529e-09,1754316067.5226889
train_bonds_angles_90,Lambda,105,9.99999993922529e-09,1754316121.0298045
train_bonds_angles_90,Lambda,106,9.99999993922529e-09,1754316164.0295076
train_bonds_angles_90,Lambda,107,9.99999993922529e-09,1754316206.5462046
train_bonds_angles_90,Lambda,108,9.99999993922529e-09,1754316249.0399706
train_bonds_angles_90,Lambda,109,9.99999993922529e-09,1754316291.925632
train_bonds_angles_90,Lambda,110,9.99999993922529e-09,1754316495.1680715
train_bonds_angles_90,Lambda,111,9.99999993922529e-09,1754316547.5440288
train_bonds_angles_90,Lambda,112,9.99999993922529e-09,1754316591.1831892
train_bonds_angles_90,Lambda,113,9.99999993922529e-09,1754316634.6589894
train_bonds_angles_90,Lambda,114,9.99999993922529e-09,1754316704.8689888
train_bonds_angles_90,Lambda,115,9.99999993922529e-09,1754317475.6755273
train_bonds_angles_90,Lambda,116,9.99999993922529e-09,1754317517.5670278
train_bonds_angles_90,Lambda,117,9.99999993922529e-09,1754317559.676728
train_bonds_angles_90,Lambda,118,9.99999993922529e-09,1754317602.108047
train_bonds_angles_90,Lambda,119,9.99999993922529e-09,1754317644.6937623
train_bonds_angles_90,Beta,90,0.00800199992954731,1754315450.126557
train_bonds_angles_90,Beta,91,0.008101900108158588,1754315493.0954225
train_bonds_angles_90,Beta,92,0.008201800286769867,1754315535.9631944
train_bonds_angles_90,Beta,93,0.008301700465381145,1754315578.7917564
train_bonds_angles_90,Beta,94,0.00840159971266985,1754315621.439271
train_bonds_angles_90,Beta,95,0.008501499891281128,1754315675.5651298
train_bonds_angles_90,Beta,96,0.008601400069892406,1754315717.7567222
train_bonds_angles_90,Beta,97,0.008701300248503685,1754315760.0704541
train_bonds_angles_90,Beta,98,0.008801200427114964,1754315802.4429252
train_bonds_angles_90,Beta,99,0.008901099674403667,1754315844.837984
train_bonds_angles_90,Beta,100,0.009000999853014946,1754315898.420849
train_bonds_angles_90,Beta,101,0.009100900031626225,1754315940.5775151
train_bonds_angles_90,Beta,102,0.009200800210237503,1754315982.9470644
train_bonds_angles_90,Beta,103,0.009300700388848782,1754316025.2758164
train_bonds_angles_90,Beta,104,0.009400599636137486,1754316067.5226932
train_bonds_angles_90,Beta,105,0.009500499814748764,1754316121.029809
train_bonds_angles_90,Beta,106,0.009600399993360043,1754316164.0295122
train_bonds_angles_90,Beta,107,0.009700300171971321,1754316206.546209
train_bonds_angles_90,Beta,108,0.0098002003505826,1754316249.039975
train_bonds_angles_90,Beta,109,0.009900099597871304,1754316291.925637
train_bonds_angles_90,Beta,110,0.009999999776482582,1754316495.1680772
train_bonds_angles_90,Beta,111,0.009999999776482582,1754316547.5440333
train_bonds_angles_90,Beta,112,0.009999999776482582,1754316591.1831937
train_bonds_angles_90,Beta,113,0.009999999776482582,1754316634.6589944
train_bonds_angles_90,Beta,114,0.009999999776482582,1754316704.8689933
train_bonds_angles_90,Beta,115,0.009999999776482582,1754317475.6755316
train_bonds_angles_90,Beta,116,0.009999999776482582,1754317517.567032
train_bonds_angles_90,Beta,117,0.009999999776482582,1754317559.6767323
train_bonds_angles_90,Beta,118,0.009999999776482582,1754317602.1080515
train_bonds_angles_90,Beta,119,0.009999999776482582,1754317644.6937666
train_bonds_angles_90,Learning Rate,90,4.999999873689376e-06,1754315450.1265624
train_bonds_angles_90,Learning Rate,91,4.999999873689376e-06,1754315493.0954292
train_bonds_angles_90,Learning Rate,92,4.999999873689376e-06,1754315535.963199
train_bonds_angles_90,Learning Rate,93,4.999999873689376e-06,1754315578.7917604
train_bonds_angles_90,Learning Rate,94,4.999999873689376e-06,1754315621.4392753
train_bonds_angles_90,Learning Rate,95,4.999999873689376e-06,1754315675.5651343
train_bonds_angles_90,Learning Rate,96,4.999999873689376e-06,1754315717.7567267
train_bonds_angles_90,Learning Rate,97,4.999999873689376e-06,1754315760.0704587
train_bonds_angles_90,Learning Rate,98,4.999999873689376e-06,1754315802.44293
train_bonds_angles_90,Learning Rate,99,4.999999873689376e-06,1754315844.8379884
train_bonds_angles_90,Learning Rate,100,4.999999873689376e-06,1754315898.4208548
train_bonds_angles_90,Learning Rate,101,4.999999873689376e-06,1754315940.577543
train_bonds_angles_90,Learning Rate,102,4.999999873689376e-06,1754315982.9470694
train_bonds_angles_90,Learning Rate,103,4.999999873689376e-06,1754316025.2758336
train_bonds_angles_90,Learning Rate,104,4.999999873689376e-06,1754316067.5226977
train_bonds_angles_90,Learning Rate,105,4.999999873689376e-06,1754316121.029813
train_bonds_angles_90,Learning Rate,106,4.999999873689376e-06,1754316164.0295167
train_bonds_angles_90,Learning Rate,107,4.999999873689376e-06,1754316206.5462136
train_bonds_angles_90,Learning Rate,108,4.999999873689376e-06,1754316249.0399795
train_bonds_angles_90,Learning Rate,109,4.999999873689376e-06,1754316291.925642
train_bonds_angles_90,Learning Rate,110,4.999999873689376e-06,1754316495.1680832
train_bonds_angles_90,Learning Rate,111,4.999999873689376e-06,1754316547.5440378
train_bonds_angles_90,Learning Rate,112,4.999999873689376e-06,1754316591.1831982
train_bonds_angles_90,Learning Rate,113,4.999999873689376e-06,1754316634.659
train_bonds_angles_90,Learning Rate,114,4.999999873689376e-06,1754316704.8689988
train_bonds_angles_90,Learning Rate,115,4.999999873689376e-06,1754317475.6755364
train_bonds_angles_90,Learning Rate,116,4.999999873689376e-06,1754317517.5670366
train_bonds_angles_90,Learning Rate,117,4.999999873689376e-06,1754317559.676737
train_bonds_angles_90,Learning Rate,118,4.999999873689376e-06,1754317602.108056
train_bonds_angles_90,Learning Rate,119,4.999999873689376e-06,1754317644.6937706
train_lj_30,Loss/train,30,1.9620554447174072,1754311652.1146097
train_lj_30,Loss/train,31,0.09798137098550797,1754311727.1301234
train_lj_30,Loss/train,32,0.04945812374353409,1754311802.319708
train_lj_30,Loss/train,33,0.043621890246868134,1754311877.281706
train_lj_30,Loss/train,34,0.042071886360645294,1754311952.236896
train_lj_30,Loss/train,35,0.0488438680768013,1754312037.8171191
train_lj_30,Loss/train,36,0.037428878247737885,1754312112.3139648
train_lj_30,Loss/train,37,0.03875798359513283,1754312187.803477
train_lj_30,Loss/train,38,0.035513829439878464,1754312270.1259713
train_lj_30,Loss/train,39,0.04727846011519432,1754312345.8857532
train_lj_30,Loss/train,40,0.039723802357912064,1754312433.1026208
train_lj_30,Loss/train,41,0.039835650473833084,1754312508.103411
train_lj_30,Loss/train,42,0.04222070798277855,1754312583.076517
train_lj_30,Loss/train,43,0.040128547698259354,1754312657.5387392
train_lj_30,Loss/train,44,0.03644539788365364,1754312732.3833404
train_lj_30,Loss/train,45,0.035731811076402664,1754312818.263209
train_lj_30,Loss/train,46,0.033695731312036514,1754312892.9179487
train_lj_30,Loss/train,47,0.03144930675625801,1754312967.7429104
train_lj_30,Loss/train,48,0.03372564911842346,1754313042.933081
train_lj_30,Loss/train,49,0.03486204147338867,1754313117.61881
train_lj_30,Loss/train,50,0.02916850708425045,1754313203.4451156
train_lj_30,Loss/train,51,0.028531750664114952,1754313278.1559637
train_lj_30,Loss/train,52,0.027957549318671227,1754313352.9366713
train_lj_30,Loss/train,53,0.02759350650012493,1754313427.5993907
train_lj_30,Loss/train,54,0.02630133554339409,1754313502.3776467
train_lj_30,Loss/train,55,0.026647891849279404,1754313591.1351447
train_lj_30,Loss/train,56,0.02572406269609928,1754313666.292667
train_lj_30,Loss/train,57,0.025523845106363297,1754313741.2951405
